CaseNumber,PRSM,Amt.Repaid.at.6.Months,Nominal.Loan.Amount,Total.Amt.to.be.Repaid,Repayment.Percentage,Commission.Upfront,Validated.Monthly.Batch,Historical.Monthly.Credit.Card.Receipts,Months.of.History,Loan.Type,FICO,Years.In.Business,Num.of.Credit.Lines,Satisfied.Accounts,Num.of.Paid.off.Credit.Lines,Current.Delinquent.Credit.Lines,Previous.Delinquent.Credit.Lines,Business.Entity.Type,Years.in.File,Num.of.Legal.Items,Num.of.Trade.Lines,Num.of.Derog.Legal.Item,Two.Digit.SIC.Code,Two.Digit.SIC.Description,Population.in.Zip.Code,Male.Population.in.Zip.Code,Female.Population.in.Zip.Code,Average.House.Value.in.Zip.Code,Income.Per.Household.in.Zip....,Median.Age.in.Zip.Code,Time.Zone,Bus.Establishments.in.Zip.Code,Employment.in.Zip.Code,Annual.Payroll.in.Zip.Code,PO.Residential.Count.in.Zip,PO.Business.Count.in.Zip,Delivery.Total,State,ISO.Name,Loan.Size.Class
356618525,0.832916145,19965,40800,47940,12.5,1652.4,36786,35546,5,R,584,5,23,12,9,0,11,Corporation,3,2,2,0,75,Auto Repair Services and Parking,12465,5978,6487,48600,28360,35.1,6,529,14185,452644,4708,691,5399,AR,OTHER,S3
89112198,0.708096142,8956,20400,25296,12.5,3019.2,13389.3,13389.3,8,O,573,12,10,6,4,1,3,Corporation,2,0,1,0,54,Food Stores,30302,14052,16250,86200,48591,34.5,6,277,5422,174728,11483,323,11806,IL,B,S3
249918898,1.090732059,15123,23600,27730,12.5,1752.3,26423.2,15594,2,R,591,12,22,22,11,0,6,Sole Proprietorship,2,2,2,0,75,Auto Repair Services and Parking,5450,2726,2724,78800,32886,43.3,5,64,444,7726,2393,37,2430,OH,OTHER,S3
67916425,0.843495935,8300,16400,19680,12.5,1836.8,15974.06,11439,2,R,634,6,13,11,5,2,3,Sole Proprietorship,5,0,1,0,72,Personal Services,62206,29201,33005,1000001,72424,38.3,5,2259,40254,1845585,35646,1402,37048,NY,H,S2
343814551,0.694562792,13694,31800,39432,12.5,4706.4,20908.9,20908.4,5,O,624,4,5,5,0,0,0,Limited Liability Company,4,2,1,0,57,Home Furniture and Furnishings Stores,24153,11552,12601,162800,65554,41.9,5,755,11416,264226,8624,651,9275,PA,B,S3
402412084,0.920213005,40955,74800,89012,12.5,2064.48,120344,120344,3,R,589,9,25,21,17,0,4,Corporation,2,0,1,0,58,Eating and Drinking Places,33557,15948,17609,255700,74655,37.5,5,2437,54229,2993802,12329,2374,14703,MD,F,S4
397613221,0.469655797,10370,36800,44160,12.5,3091.2,24204.12,28861,6,O,642,12,9,2,2,3,4,Corporation,10,4,5,3,57,Home Furniture and Furnishings Stores,3906,1939,1967,73600,32432,35.3,5,127,3497,190068,1683,150,1833,PA,B,S3
444317473,1.035768595,31332,50000,60500,12.5,8875,39175.64,39175.6667,12,O,663,12,19,13,12,1,5,Partnership,12,0,1,0,57,Home Furniture and Furnishings Stores,31394,15594,15800,84100,30365,27.9,5,231,1616,40504,10983,267,11250,FL,H,S4
13419993,0.787270974,28574,61000,72590,12.5,8418,48347.66,48347.3333,3,O,575,7,16,7,9,3,6,Corporation,7,4,1,3,59,Miscellaneous Retail Stores,11665,5481,6184,122300,42341,38.5,5,368,5852,194746,3507,326,3833,NJ,B,S4
232211572,1.075531532,44769,74000,83250,12.5,3237.5,68438.3,68438.4444,9,O,654,8,12,10,4,0,2,Limited Liability Company,8,17,3,8,17,Construction-Special Trade Contractors,7425,3786,3639,221300,83425,36.6,5,175,1727,60569,2433,40,2473,PA,B,S4
54618429,1.099269614,13997,21400,25466,12.5,2953.2,16956.88,22709.6667,6,O,617,5,14,9,9,2,3,Corporation,3,0,1,0,82,Educational Services,32887,15577,17310,157700,71317,36.9,5,696,11030,353447,9462,692,10154,MD,B,S3
127415311,1.593809298,13439,13600,16864,12.5,2012.8,8922.64,8922.66667,3,O,697,1,36,36,17,0,0,Sole Proprietorship,0,0,2,0,53,General Merchandise Stores,17526,8713,8813,98700,45994,31.6,5,489,3829,107920,10464,550,11014,GA,B,S2
243418500,0.976694678,34868,60000,71400,8.5,4968,79192.08,79192,3,O,698,1,32,32,15,0,0,Limited Liability Company,1,2,0,0,58,Eating and Drinking Places,25973,12786,13187,184800,65075,36.7,5,701,8121,291536,9123,606,9729,CT,F,S4
34714422,0.595460993,2099,6000,7050,12.5,648,5418,3741,2,R,548,12,2,0,1,1,1,Sole Proprietorship,6,1,1,1,55,Automotive Dealers and Service Stations,20832,9776,11056,79800,29668,42.7,5,636,5997,140458,8568,793,9361,FL,E,S1
204315965,0.423764649,7015,26700,33108,12.5,790.32,19856.5,18972.8,5,O,511,2,17,2,3,12,3,Limited Liability Company,2,0,0,0,56,Apparel and Accessory Stores,35584,17596,17988,90900,38162,36.3,6,1025,21250,783976,15838,1185,17023,WI,F,S3
184911650,0.824482654,10837,21200,26288,12.5,3372.92,13634.28,21316.7692,13,O,502,7,23,20,14,1,2,Corporation,9,26,8,6,7,Agricultural Services,3149,1582,1567,190200,68333,36.4,5,75,338,10221,1004,32,1036,NJ,H,S3
429015848,1.212787213,20638,28600,34034,12.5,3946.8,22528.22,22528.6667,3,O,550,6,27,9,11,13,5,Corporation,15,7,1,2,58,Eating and Drinking Places,34424,16002,18422,121500,41580,31.2,6,571,21568,787973,13083,602,13685,MO,B,S3
63119014,0.286129032,887,5000,6200,12.5,740,3481.5,3481.5,4,O,448,13,21,2,6,12,7,Sole Proprietorship,5,0,0,0,72,Personal Services,25096,12813,12283,90000,23871,28.3,5,776,10439,293899,7766,1059,8825,NC,B,S1
395512428,1.110680272,48981,72000,88200,12.5,7308,46561.78,46561.6667,6,O,709,29,10,7,5,0,3,Sole Proprietorship,17,0,0,0,59,Miscellaneous Retail Stores,63001,30131,32870,436000,53313,33.7,5,1556,15555,532804,24202,1900,26102,NY,C,S4
222912139,0.833811573,34870,68000,83640,12.5,4760,43402.54,52473.75,8,O,508,4,19,15,6,1,3,Corporation,2,2,0,2,58,Eating and Drinking Places,17376,8591,8785,218100,45252,53,5,623,7439,192289,10690,617,11307,FL,OTHER,S4
339710517,0.527741047,19157,60000,72600,12.5,5951.22,37956.16,42981.2,10,O,492,22,24,9,9,12,3,Corporation,10,6,4,6,59,Miscellaneous Retail Stores,23041,11337,11704,182800,49882,31.9,5,1088,23560,1089962,8262,1124,9386,MI,C,S4
269615502,1.073745923,24359,39800,45372,12.5,2547.2,47811.62,36401,6,O,715,3,33,33,18,0,0,Limited Liability Company,5,2,2,0,57,Home Furniture and Furnishings Stores,28126,13505,14621,179500,68402,37.2,5,1102,17652,694464,9226,825,10051,NJ,B,S3
291617865,1.085009423,31666,50000,58370,12.5,4666.72,45253.98,45254,3,O,724,2,44,44,28,0,0,Partnership,16,0,2,0,58,Eating and Drinking Places,37779,18096,19683,130900,53534,36.6,5,1179,20839,566712,11549,1030,12579,MD,C,S4
427417075,0.788142481,16484,35600,41830,12.5,4205.26,32087,35426.4,5,O,546,6,18,8,6,0,10,Corporation,4,3,8,0,76,Miscellaneous Repair Services,38431,18360,20071,198200,65103,41.8,6,1547,22070,656876,13735,1324,15059,IL,D,S3
225012026,0.778767507,13901,30000,35700,12.5,3312,29606,29606,1,R,620,3,19,18,10,0,1,Corporation,3,0,1,0,59,Miscellaneous Retail Stores,102078,44705,57373,1000001,75472,39.9,5,5530,83911,4543467,22835,1315,24150,NY,B,S3
277319337,1.067382509,6859,10800,12852,12.5,1490.4,8571.46,8571.66667,12,O,567,3,20,9,9,10,1,Sole Proprietorship,9,0,2,0,72,Personal Services,5147,2502,2645,134300,36856,59.5,5,145,1323,23749,3618,130,3748,NC,B,S2
125715693,0.992705463,6124,10500,12338,12.5,992.32,9450,14876,3,O,468,2,11,7,3,2,2,Corporation,2,0,1,0,57,Home Furniture and Furnishings Stores,46599,21561,25038,275000,27905,32.9,5,518,3828,104850,15969,574,16543,NY,OTHER,S2
200612215,0.539933929,5557,16600,20584,12.5,1965.44,26326.66,15139,2,R,491,11,20,4,5,4,5,Sole Proprietorship,4,1,2,0,75,Auto Repair Services and Parking,35192,16726,18466,93500,32188,35.6,6,846,18527,425078,15496,1128,16624,TN,B,S2
226913824,1.00173913,14976,26000,29900,12.5,1800.5,18232.82,18231.995,4,O,666,50,28,22,19,0,6,Corporation,1,0,0,0,53,General Merchandise Stores,13620,6586,7034,52400,25269,36.4,5,268,4461,139488,6200,517,6717,FL,C,S3
431517274,0.731652542,17267,40000,47200,13,5712,28524.7,28525,4,O,578,4,8,1,2,4,3,Corporation,4,1,0,0,58,Eating and Drinking Places,32623,16129,16494,88600,39185,31.7,5,841,13993,567382,8795,696,9491,FL,OTHER,S3
17713120,0.853703145,84952,160500,199020,12.5,23754,105546.92,105546.5,4,O,562,3,31,30,17,1,0,Corporation,4,1,4,0,83,Social Services,43858,21406,22452,170200,68660,39.1,5,959,15900,460207,10157,581,10738,OH,B,S4
71315009,1.130678078,13740,19600,24304,12.5,2900.8,12929.5,14539.6,5,O,565,7,29,26,11,0,3,Sole Proprietorship,7,0,3,0,75,Auto Repair Services and Parking,13639,6411,7228,89300,36328,43.4,5,300,1764,39684,6623,331,6954,FL,B,S2
131019024,1.063934212,20377,32600,38305,12.5,3850.88,29292.62,29293,4,O,652,7,14,12,9,0,2,Corporation,2,2,5,0,75,Auto Repair Services and Parking,35689,17827,17862,123500,46197,35,5,608,7648,247258,7402,77,7479,FL,D,S3
433318623,0.990393738,41755,68000,84320,12.5,10567.2,44014.52,44014.6667,6,O,576,12,17,4,9,7,6,Corporation,11,3,5,1,59,Miscellaneous Retail Stores,30225,15090,15135,166200,69276,34.1,6,533,4135,117604,11394,329,11723,IL,H,S4
19115739,0.808558559,3590,7400,8880,12.5,621.6,4866.86,6232.57143,7,O,579,3,7,1,2,4,2,Sole Proprietorship,3,0,1,0,57,Home Furniture and Furnishings Stores,92951,46152,46799,135800,40165,27.6,6,1148,16864,997200,18591,1953,20544,IL,B,S1
118619286,0.733601774,12571,28800,34272,12.5,3111.96,22687.72,22688,3,O,567,13,25,11,13,8,6,Sole Proprietorship,10,2,0,0,57,Home Furniture and Furnishings Stores,12502,6017,6485,78500,30043,42.3,5,232,3927,117057,4982,301,5283,TN,OTHER,S3
65412071,0.838637094,18263,36600,43554,12.5,4040.64,30688,61814,1,R,657,4,19,17,12,1,1,Corporation,24,0,2,0,75,Auto Repair Services and Parking,2669,1256,1413,58100,29012,40.4,5,42,431,9874,809,8,817,NC,B,S3
332811138,1.068117155,12764,20000,23900,12.5,3127.5,15682.06,15682.3077,13,O,613,10,26,24,8,0,2,Corporation,12,1,2,0,59,Miscellaneous Retail Stores,52581,25093,27488,137500,50194,37.5,5,893,6102,160223,15105,256,15361,FL,H,S2
401314689,0.704680851,2277,5500,6462.5,12.5,482.62,4914.12,4914,4,O,638,1,15,7,11,0,8,Limited Liability Company,1,1,1,0,58,Eating and Drinking Places,50781,23552,27229,167600,36025,30.6,5,565,6639,210931,15935,738,16673,MA,OTHER,S1
451119008,0.588252149,10265,28000,34900,12.5,5434,22569.46,22570,1,R,467,10,13,1,4,7,5,Sole Proprietorship,8,2,2,2,59,Miscellaneous Retail Stores,64867,30316,34551,188700,23565,29.3,5,451,3273,89210,19081,839,19920,NY,H,S3
422710076,0.875254564,11819,22600,27007,12.5,1884.84,20514.78,20514.8571,7,O,763,4,7,7,1,0,0,Limited Liability Company,5,1,0,0,53,General Merchandise Stores,12887,6074,6813,65900,27712,39.8,6,432,5986,124864,5344,387,5731,MO,A,S3
316118257,1.011766589,12640,20150,24986,12.5,2385.76,13253.34,13253.3333,3,R,578,6,15,8,12,0,7,Corporation,5,1,0,1,72,Personal Services,6361,3142,3219,154800,41900,43.7,5,140,1343,28796,2925,130,3055,NC,B,S2
406310683,0.544966038,9026,27720,33125,7.5,2119.14,36116.28,38383.2,5,O,641,15,28,26,15,0,2,Limited Liability Company,7,7,4,5,58,Eating and Drinking Places,13609,6489,7120,67500,14642,32.1,5,228,3638,82919,5375,289,5664,NY,H,S3
388816681,0.95851216,20435,36600,42639,12.5,2433.9,23636,23636,1,R,703,4,12,11,10,0,1,Sole Proprietorship,14,3,0,1,59,Miscellaneous Retail Stores,7150,3578,3572,87700,34705,35.6,6,52,267,4182,3048,65,3113,AL,D,S3
15816158,0.871829599,28324,52400,64976,12.5,6204.16,48408,56548.6667,3,R,599,13,12,1,7,2,9,Limited Liability Company,0,1,3,0,58,Eating and Drinking Places,15811,7549,8262,156300,55984,42.8,5,492,7904,207153,6368,324,6692,CT,B,S4
362910528,1.249421426,16736,22800,26790,12.5,2462.4,17614.38,17614.6667,3,O,619,1,14,10,5,2,2,Sole Proprietorship,1,0,0,0,54,Food Stores,15954,7684,8270,177900,56989,39.2,5,485,4968,175996,7607,376,7983,OH,OTHER,S3
428911004,0.551353603,33095,98000,120050,12.5,8526,63374.24,63374.3333,6,O,491,10,14,4,6,6,4,Corporation,7,41,0,38,58,Eating and Drinking Places,20956,10308,10648,283700,45344,35.4,5,389,3103,87396,8436,375,8811,NY,A,S4
39214315,1.124916667,13499,20000,24000,10,3080,26217.64,26217.5,4,O,626,5,19,16,9,0,3,Corporation,1,0,0,0,56,Apparel and Accessory Stores,39216,20244,18972,97600,36182,30.6,5,1254,22311,612245,13924,1431,15355,SC,H,S2
380619873,0.678360215,5047,12000,14880,12.5,1776,7933.46,7933.33333,6,O,500,5,13,8,8,2,3,Sole Proprietorship,4,1,1,0,54,Food Stores,33731,16097,17634,116400,37497,36,5,744,12303,386385,13102,981,14083,MA,B,S2
410319544,0.945100797,20159,36000,42660,12.5,5055.3,28129.08,32629,6,O,572,4,18,9,10,4,5,Corporation,2,0,0,0,58,Eating and Drinking Places,16508,7880,8628,417500,103614,40.9,5,533,4517,155182,5320,322,5642,NJ,H,S3
361117282,0.651152074,2826,7000,8680,12.5,1036,4613.88,4614,5,O,514,2,9,6,2,2,1,Limited Liability Company,1,0,0,0,56,Apparel and Accessory Stores,2398,1303,1095,306700,21551,24.9,5,621,15149,735568,1597,874,2471,CT,B,S1
208319892,0.774779995,10697,23500,27613,12.5,634.52,19948,19948,1,R,671,4,26,21,14,0,5,Corporation,4,3,1,2,57,Home Furniture and Furnishings Stores,60897,29110,31787,92400,37756,32.4,5,1087,8247,217676,19448,1909,21357,FL,OTHER,S3
371713772,0.953159523,8628,14600,18104,12.5,2160.8,9618.62,10414,6,O,581,2,26,9,10,12,5,Corporation,2,0,1,0,58,Eating and Drinking Places,46477,22965,23512,81900,33181,38.5,5,981,19644,513990,17653,943,18596,NC,B,S2
274618149,0.869739953,3679,7200,8460,12.5,388.8,7916,10468,2,R,503,21,16,7,3,5,4,Sole Proprietorship,30,0,1,0,58,Eating and Drinking Places,33322,15568,17754,91400,40113,38.9,5,532,6783,142780,12607,617,13224,OH,OTHER,S1
430415086,0.931266055,50754,92000,109000,6.5,11944.8,157424.14,195508.054,5,O,667,6,17,14,15,1,2,Corporation,4,0,2,0,58,Eating and Drinking Places,17072,8075,8997,147700,53848,42.3,5,1147,18841,724652,8142,1174,9316,NC,B,S4
430915991,0.445216651,6278,23600,28202,12.5,656.08,51738.94,44726,1,R,544,3,8,5,4,2,1,Sole Proprietorship,7,41,0,38,59,Miscellaneous Retail Stores,44053,22522,21531,72900,30970,40.2,5,1224,19185,473424,16767,1371,18138,MD,F,S3
57017980,0.869243697,31032,60000,71400,12.5,6483.24,46840.34,58069,10,O,513,3,54,42,42,5,7,Sole Proprietorship,1,0,0,0,56,Apparel and Accessory Stores,20157,9788,10369,121700,56721,33.1,6,460,7205,211563,8857,493,9350,AL,OTHER,S4
76519442,0.901826717,8837,16400,19598,12.5,455.92,17235.22,10524,1,R,501,28,2,2,1,0,0,Corporation,6,2,1,0,55,Automotive Dealers and Service Stations,5472,2844,2628,129400,50839,38,6,113,863,23977,2285,66,2351,WI,F,S2
442719446,1.305660957,21248,27700,32547.5,12.5,2991.6,21353.34,21353.3333,3,O,682,3,7,6,2,0,1,Sole Proprietorship,29,0,4,0,59,Miscellaneous Retail Stores,35192,16726,18466,93500,32188,35.6,6,846,18527,425078,15496,1128,16624,TN,OTHER,S3
30017836,1.358020542,72722,90000,107100,10,12420,88577.76,92397.3333,3,O,804,9,29,29,14,0,0,Corporation,5,1,0,0,58,Eating and Drinking Places,22026,10825,11201,157500,71850,31.6,5,329,3518,108174,2172,218,2390,VA,B,S4
157014925,0.63402439,15597,41000,49200,12.5,2859.74,26495.52,26493.1635,4,O,549,2,42,4,4,11,17,Corporation,5,2,2,0,56,Apparel and Accessory Stores,17339,8310,9029,113800,33558,39,6,1206,16196,368385,7492,1043,8535,MO,C,S3
449712571,0.792136969,31230,61800,78850,12.5,15670.06,46342,54802,3,R,495,12,19,15,9,3,1,Corporation,5,11,0,7,58,Eating and Drinking Places,33550,15989,17561,135400,25095,31.2,5,1091,38847,1704902,15539,1442,16981,DC,H,S4
103811069,0.773246994,20897,46000,54050,12.5,3105,45639.4,112114,1,R,616,5,17,7,14,1,9,Limited Liability Company,26,6,4,0,50,Wholesale Trade-Durable Goods,29767,14645,15122,234300,88133,31.5,5,529,8425,541999,12152,513,12665,VA,E,S4
278718907,0.927037258,11632,21000,25095,12.5,583.8,30962,41282.6667,3,R,583,10,37,23,25,2,12,Sole Proprietorship,2,1,2,0,54,Food Stores,16101,7303,8798,39100,20724,36.5,6,213,2802,72995,5924,492,6416,MO,A,S3
119817413,1.051663636,115683,180000,220000,14,20358,103872.12,106966,6,O,578,6,36,30,17,3,3,Corporation,1,3,0,1,58,Eating and Drinking Places,18751,10749,8002,1000001,41002,37.9,5,6278,141633,9409248,15194,6018,21212,NY,OTHER,S4
15112732,1.304487753,7296,9400,11186,12.5,778.32,8987.84,8987.6,10,O,609,2,22,18,10,0,4,Corporation,2,0,2,0,79,Amusement and Recreational Services,24369,11642,12727,114600,41485,48.5,5,383,3182,79461,16157,272,16429,FL,F,S2
247519638,0.86120145,11519,22200,26751,12.5,3756.24,17329.32,19652.4444,9,O,552,5,23,8,13,7,8,Corporation,1,0,0,0,75,Auto Repair Services and Parking,16577,8756,7821,121700,49005,40.4,5,369,5394,135809,5739,282,6021,PA,H,S3
121911532,0.848523207,10055,20000,23700,12.5,2808.5,16050.3,18728.6,10,O,591,3,21,15,9,1,5,Limited Liability Company,3,2,1,1,57,Home Furniture and Furnishings Stores,14277,7057,7220,116700,47614,37.6,5,315,4842,112457,5640,273,5913,MI,H,S2
440416420,0.768177613,2076,4600,5405,12.5,124.2,4295.66,4295.66667,6,R,522,19,32,8,11,18,6,Sole Proprietorship,3,5,0,3,72,Personal Services,25117,12528,12589,124800,52127,37.1,6,308,3967,162461,10808,191,10999,MI,A,S1
173215130,0.283955857,2007,11400,14136,12.5,1687.2,7471.42,7471.33333,3,O,427,20,48,28,23,18,2,Sole Proprietorship,4,1,0,0,59,Miscellaneous Retail Stores,32678,15577,17101,121000,40352,51.9,5,1036,7434,202934,16786,1041,17827,FL,B,S2
49916794,1.156607731,19298,28400,33370,12.5,3067.2,25529.18,25529.3333,3,O,637,3,17,9,4,0,8,Corporation,9,3,1,0,41,Local/Suburban Transit and Highway Passenger,18925,9042,9883,184100,52319,38.5,5,518,8184,378721,5685,493,6178,NJ,OTHER,S3
204818002,0.621600253,3931,10200,12648,12.5,1509.6,6660.22,6660,3,O,574,6,5,1,0,4,0,Corporation,1,1,0,0,59,Miscellaneous Retail Stores,24995,11861,13134,75400,35862,40.1,5,521,5879,135741,9755,534,10289,WV,B,S2
289614006,1.018674617,9396,15700,18447.5,12.5,1589.62,15147.94,21412.4,5,O,536,3,51,45,27,0,6,Sole Proprietorship,10,1,12,0,59,Miscellaneous Retail Stores,32696,16605,16091,194600,72331,35.1,5,888,7616,213470,18275,628,18903,GA,OTHER,S2
210913076,0.79028075,31386,67600,79430,10,2028,91059.12,91059.12,5,R,486,2,24,12,14,4,8,Corporation,9,12,1,6,58,Eating and Drinking Places,17376,8591,8785,218100,45252,53,5,623,7439,192289,10690,617,11307,FL,OTHER,S4
107114367,0.697115603,15347,37000,44030,10,5106,42524.32,42524.6667,3,O,486,3,31,12,13,15,4,Limited Liability Company,2,3,1,0,53,General Merchandise Stores,8316,3959,4357,124000,47736,38,5,111,810,23961,3064,114,3178,CT,B,S3
359819213,1.1929721,34357,47800,57599,12.5,7750.76,40361.12,47199.1429,7,O,624,3,15,4,4,5,3,Limited Liability Company,5,5,9,0,51,Wholesale Trade-Nondurable Goods,47721,23438,24283,129300,61109,36.7,5,665,3943,92235,10850,174,11024,FL,H,S4
236710733,0.872441743,8611,16800,19740,12.5,1247.4,16105.3,12245.6,5,R,601,4,77,25,25,10,10,Corporation,6,0,0,0,73,Business Services,7893,3826,4067,73900,26062,37.3,6,189,2251,32274,3009,83,3092,MO,OTHER,S2
67518810,1.023707094,11184,19000,21850,10,988,47025.5,24305,2,R,604,16,33,27,17,6,6,Sole Proprietorship,4,0,0,0,59,Miscellaneous Retail Stores,42716,20153,22563,233100,83132,43.9,6,1635,33012,1437935,15931,1326,17257,MO,B,S2
190616321,0.883682008,6336,12000,14340,12.5,240,26185.6,26185,2,R,579,17,40,34,18,0,6,Corporation,15,3,11,1,42,Motor Freight Transportation/Warehouse,38515,18092,20423,99500,35381,34.4,5,1993,26875,909867,12018,1339,13357,FL,A,S2
88717087,0.869281046,7448,14400,17136,12.5,1589.76,14090,17748,3,R,651,20,36,35,20,0,1,Corporation,15,4,3,0,58,Eating and Drinking Places,31853,14613,17240,120000,39075,46.8,5,586,7686,217197,13643,495,14138,PA,B,S2
356212076,0.725326012,7926,18600,21855,12.5,2385.46,14266.54,14266.1227,3,O,619,5,24,20,19,2,2,Limited Liability Company,17,0,3,0,58,Eating and Drinking Places,28925,13817,15108,118200,44092,38,5,752,10397,325409,11368,758,12126,NJ,OTHER,S2
376813888,1.24235889,8353,11300,13447,12.5,1559.4,8927,8927,4,O,593,3,28,16,21,0,12,Sole Proprietorship,1,1,0,0,76,Miscellaneous Repair Services,52182,25531,26651,86800,35569,32.6,5,655,13332,491845,17834,614,18448,FL,B,S2
100712877,0.610858586,4838,13200,15840,12.5,2032.8,12300,16033.75,8,O,545,8,9,4,4,3,2,Corporation,1,0,0,0,17,Construction-Special Trade Contractors,34481,16215,18266,148600,47258,40.9,5,1461,20469,722531,14852,1325,16177,OH,B,S2
214318145,1.023679031,33807,52200,66050,12.5,11014.22,33672.24,34684.8571,7,O,495,12,19,15,9,3,1,Corporation,5,11,0,7,58,Eating and Drinking Places,49899,21817,28082,120000,27964,30.7,5,334,4435,109642,16994,581,17575,DC,H,S4
160013768,0.728431092,38188,90000,104850,7.5,2394,78578.16,78578,1,R,611,7,7,6,4,1,0,Limited Liability Company,1,1,1,0,73,Business Services,25042,12821,12221,708300,38304,38.9,5,4870,59417,4670600,12042,4586,16628,NY,A,S4
310417366,0.816265489,5731,11800,14042,12.5,1246.68,9088.5,9088.5,4,O,592,2,7,2,1,5,0,Corporation,1,0,0,0,57,Home Furniture and Furnishings Stores,40466,20222,20244,92300,28610,36.9,5,1529,16745,464931,17509,1875,19384,FL,OTHER,S2
18010210,0.748492614,9931,21400,26536,12.5,3167.2,14092.58,14092.5714,7,O,539,3,11,3,2,6,2,Limited Liability Company,3,3,2,1,58,Eating and Drinking Places,28081,13429,14652,137300,47869,37.7,5,636,8570,239582,10432,717,11149,CT,B,S3
61115439,0.571101813,10237,30000,35850,12.5,4691.24,23719.54,23719.5,8,O,506,13,16,10,12,1,5,Limited Liability Company,4,13,1,13,58,Eating and Drinking Places,42961,20733,22228,74300,26985,32.3,5,1247,30100,817451,14423,1576,15999,FL,H,S3
336417721,1.254621849,26874,36000,42840,12.5,4968,36965.92,45185.6667,6,O,673,2,42,42,18,0,0,Limited Liability Company,2,0,3,0,79,Amusement and Recreational Services,30564,15947,14617,140300,34216,29.1,6,828,10993,351031,14264,1202,15466,MN,B,S3
50714206,0.57662189,28202,82200,97818,12.5,8882.04,64900.7,64900,3,O,589,1,11,9,2,0,2,Limited Liability Company,2,1,0,0,58,Eating and Drinking Places,49351,24349,25002,81400,27664,28.6,6,1277,24475,756339,14900,1570,16470,KY,OTHER,S4
111611084,0.951090097,18104,32400,38070,5,3061.8,78475.88,78476,4,O,561,11,27,17,15,5,5,Corporation,2,0,1,0,54,Food Stores,28772,14848,13924,156300,33408,32.2,5,364,27546,0,10956,550,11506,DC,OTHER,S3
86917367,0.484501998,3517,12200,14518,12.5,1683.6,9635.36,8760.66667,3,O,532,10,19,8,8,7,4,Corporation,9,7,0,6,75,Auto Repair Services and Parking,39653,17612,22041,48400,22202,35.1,5,384,9856,321450,14853,751,15604,FL,B,S2
272413524,0.970588235,3927,6800,8092,12.5,187.68,10296,10296,1,R,641,26,21,15,13,0,6,Sole Proprietorship,23,2,7,2,55,Automotive Dealers and Service Stations,61288,29294,31994,123000,47332,34.7,5,1304,16487,566948,21079,1242,22321,FL,F,S1
209813498,1.091388045,5386,8400,9870,12.5,907.2,6429.38,6429,4,O,582,1,33,32,22,0,1,Sole Proprietorship,1,1,0,0,54,Food Stores,15206,7537,7669,136800,54481,36.7,5,270,2750,65096,5573,215,5788,PA,OTHER,S1
127019763,0.685808912,34167,84800,99640,10,6868.8,95504.92,95833.1429,7,O,477,7,30,15,17,4,11,Corporation,3,2,1,2,58,Eating and Drinking Places,19161,9217,9944,112100,39542,53.9,5,669,7346,143813,12457,538,12995,FL,OTHER,S4
360513155,1.429376114,20047,22000,28050,12.5,4603.5,14490.2,14489.5,4,O,760,75,23,23,5,0,0,Corporation,29,0,4,0,55,Automotive Dealers and Service Stations,2724,1361,1363,71500,37442,38.7,6,117,1545,35399,870,15,885,WI,B,S3
98815350,1.247234043,29310,40000,47000,10,4860,55055.22,55054.5,4,O,728,17,42,35,19,0,7,Limited Liability Company,12,7,3,0,54,Food Stores,39734,19610,20124,76800,36520,27.3,5,478,8538,270639,12007,749,12756,MI,H,S3
193012937,0.56525641,17636,52000,62400,12.5,8372,39566.38,39566.5,4,O,496,3,12,4,4,6,2,Limited Liability Company,10,0,0,0,72,Personal Services,7979,3715,4264,173900,26006,42.3,5,1507,34873,1807598,5460,1377,6837,FL,H,S4
202712978,0.431617322,3907,14600,18104,12.5,2160.8,9664.54,11540,3,O,445,6,17,11,9,4,2,Sole Proprietorship,19,0,2,0,75,Auto Repair Services and Parking,21711,11463,10248,95500,37975,25,5,265,2986,67815,6563,406,6969,SC,B,S2
142915174,1.142093201,14950,22000,26180,10,2375.98,18698,18698,1,O,614,1,37,37,12,0,0,Sole Proprietorship,4,2,5,1,72,Personal Services,12781,6132,6649,76500,19437,28.6,6,2239,50575,2176909,4383,2487,6870,TN,OTHER,S3
107913158,0.690932868,3170,7400,9176,12.5,1095.2,4860.4,5890.33333,6,O,511,7,43,26,28,7,10,Corporation,7,2,1,1,42,Motor Freight Transportation/Warehouse,358,163,195,49400,26484,40.3,5,5,13,50,10882,2165,13047,OH,B,S1
236915206,0.870546516,20867,40800,47940,7.5,4406.4,65538.88,65540.7384,4,O,548,6,22,12,12,0,10,Corporation,2,0,3,0,57,Home Furniture and Furnishings Stores,21695,10522,11173,125400,42424,41.3,5,535,5507,124554,8061,589,8650,FL,E,S3
135112804,0.919379845,10081,17200,21930,12.5,3065.9,19008,19480,1,R,513,30,26,17,17,2,7,Sole Proprietorship,21,1,1,0,58,Eating and Drinking Places,27370,13136,14234,86900,44798,39.6,6,1046,19844,518619,11449,1048,12497,IL,B,S2
7117522,1.003938776,49193,80000,98000,9,4800,68806.74,68805.9644,3,O,692,3,13,11,5,3,3,Corporation,3,0,1,0,58,Eating and Drinking Places,45379,21692,23687,135400,42685,32.8,6,1337,16984,410486,19571,1167,20738,MO,OTHER,S4
